UniProtKB_ac	n_resid	mean_pLDDT	has_catalytic_activity	has_EC	has_activity	autosite_score	autosite_score_50	autosite_score_70	autosite_score_90	autosite_score_95
Q9H019	292	63.86	False	False	False	47.41	47.41	22.63	0.00	0.00
Q9H061	195	89.72	False	False	False	31.48	31.48	31.48	31.48	27.08
Q9H091	742	71.85	False	False	False	69.80	69.80	69.80	42.29	33.07
Q9H0A3	160	29.24	False	False	False	131.42	0.00	0.00	0.00	0.00
Q9H0B3	1180	45.33	False	False	False	46.77	35.34	25.69	21.65	21.65
Q9H0E7	712	71.92	CATALYTIC ACTIVITY: Reaction=Thiol-dependent hydrolysis of ester, thioester, amide, peptide   and isopeptide bonds formed by the C-terminal Gly of ubiquitin (a 76-   residue protein attached to proteins as an intracellular targeting   signal).; EC=3.4.19.12; Evidence={ECO:0000269|PubMed:14715245,   ECO:0000269|PubMed:17443180, ECO:0000269|PubMed:20402667};	RecName: Full=Ubiquitin carboxyl-terminal hydrolase 44; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 44; AltName: Full=Ubiquitin thioesterase 44; AltName: Full=Ubiquitin-specific-processing protease 44;	True	87.52	87.52	87.52	44.72	38.36
Q9H0H9	118	56.01	False	False	False	24.18	24.18	0.00	0.00	0.00
Q9H0P7	198	34.49	False	False	False	86.77	0.00	0.00	0.00	0.00
Q9H0R1	490	86.61	False	False	False	56.30	56.30	44.98	35.91	28.96
Q9H0R3	208	84.72	False	False	False	40.63	40.63	40.63	40.63	40.63
Q9H0V1	697	84.18	False	False	False	48.67	48.67	48.67	45.75	26.96
Q9H0X4	552	80.82	False	False	False	66.07	66.07	66.07	30.07	0.00
Q9H0X6	261	61.10	False	False	False	41.69	41.69	41.55	0.00	0.00
Q9H175	543	62.65	False	False	False	64.83	64.83	64.83	30.93	23.48
Q9H195	1237	49.17	False	False	False	41.66	41.66	41.66	29.13	0.00
Q9H1C7	97	62.89	False	False	False	0.00	0.00	0.00	0.00	0.00
Q9H1E3	243	58.54	False	False	False	0.00	0.00	0.00	0.00	0.00
Q9H1L0	117	55.76	False	False	False	23.02	0.00	0.00	0.00	0.00
Q9H1M3	183	61.23	False	False	False	47.77	47.77	47.77	25.46	0.00
Q9H1Q7	454	70.62	False	False	False	92.48	92.48	92.48	49.60	34.86
Q9H1Z8	148	66.36	False	False	False	56.38	56.38	32.26	24.00	0.00
Q9H237	461	89.49	CATALYTIC ACTIVITY: Reaction=(9Z)-hexadecenoyl-CoA + [Wnt protein]-L-serine = [Wnt   protein]-O-(9Z)-hexadecenoyl-L-serine + CoA; Xref=Rhea:RHEA:45336,   Rhea:RHEA-COMP:11170, Rhea:RHEA-COMP:11171, ChEBI:CHEBI:29999,   ChEBI:CHEBI:57287, ChEBI:CHEBI:61540, ChEBI:CHEBI:85189;   EC=2.3.1.250; Evidence={ECO:0000250|UniProtKB:Q9JJJ7};	RecName: Full=Protein-serine O-palmitoleoyltransferase porcupine {ECO:0000250|UniProtKB:Q9JJJ7}; EC=2.3.1.250 {ECO:0000250|UniProtKB:Q9JJJ7}; AltName: Full=Protein MG61 {ECO:0000303|PubMed:12034504};	True	62.39	62.39	62.39	62.39	35.48
Q9H270	941	78.15	False	False	False	66.41	66.41	66.41	66.41	0.00
Q9H295	470	82.83	False	False	False	62.69	62.69	62.69	34.66	0.00
Q9H2A9	424	79.07	False	RecName: Full=Carbohydrate sulfotransferase 8; EC=2.8.2.-; AltName: Full=GalNAc-4-O-sulfotransferase 1; Short=GalNAc-4-ST1; Short=GalNAc4ST-1; AltName: Full=N-acetylgalactosamine-4-O-sulfotransferase 1;	True	79.01	79.01	79.01	79.01	31.28
Q9H2C2	271	81.17	False	False	False	60.42	60.42	60.42	48.22	25.19
Q9H2F3	369	93.75	CATALYTIC ACTIVITY: Reaction=a 3beta-hydroxy-Delta(5)-steroid + NAD(+) = a 3-oxo-Delta(5)-   steroid + H(+) + NADH; Xref=Rhea:RHEA:24076, ChEBI:CHEBI:1722,   ChEBI:CHEBI:15378, ChEBI:CHEBI:47907, ChEBI:CHEBI:57540,   ChEBI:CHEBI:57945;	RecName: Full=3 beta-hydroxysteroid dehydrogenase type 7 {ECO:0000305}; AltName: Full=3 beta-hydroxysteroid dehydrogenase type VII; Short=3-beta-HSD VII; AltName: Full=3-beta-hydroxy-Delta(5)-C27 steroid oxidoreductase; Short=C(27) 3-beta-HSD; EC=1.1.1.-; AltName: Full=Cholest-5-ene-3-beta,7-alpha-diol 3-beta-dehydrogenase; EC=1.1.1.181 {ECO:0000269|PubMed:11067870};	True	91.34	91.34	91.34	91.34	34.26
Q9H2J1	176	54.43	False	False	False	21.89	21.89	0.00	0.00	0.00
Q9H2L4	133	77.33	False	False	False	29.90	29.90	29.90	0.00	0.00
Q9H2L5	321	77.21	False	False	False	35.56	35.56	34.27	29.29	0.00
Q9H2M9	1393	79.79	False	False	False	78.02	78.02	78.02	78.02	0.00
Q9H2P0	1102	56.00	False	False	False	53.67	53.67	53.67	0.00	0.00
Q9H2S6	317	69.61	False	False	False	77.93	77.93	77.93	25.52	0.00
Q9H2U6	94	45.04	False	False	False	82.27	27.11	0.00	0.00	0.00
Q9H2W1	248	73.86	False	False	False	33.88	33.88	33.88	29.53	0.00
Q9H2X8	130	54.88	False	False	False	27.93	27.93	0.00	0.00	0.00
Q9H300	379	77.73	CATALYTIC ACTIVITY: Reaction=Cleaves type-1 transmembrane domains using a catalytic dyad   composed of serine and histidine that are contributed by different   transmembrane domains.; EC=3.4.21.105;   Evidence={ECO:0000269|PubMed:22354088};	RecName: Full=Presenilins-associated rhomboid-like protein, mitochondrial; EC=3.4.21.105 {ECO:0000269|PubMed:22354088}; AltName: Full=Mitochondrial intramembrane cleaving protease PARL; Contains: RecName: Full=P-beta; Short=Pbeta; Flags: Precursor;	True	88.51	88.51	88.51	71.12	32.64
Q9H305	208	56.15	False	False	False	44.01	44.01	0.00	0.00	0.00
Q9H321	246	45.81	False	False	False	0.00	0.00	0.00	0.00	0.00
Q9H322	139	63.27	False	False	False	27.02	27.02	0.00	0.00	0.00
Q9H330	879	68.82	False	False	False	49.47	49.47	44.39	29.14	0.00
Q9H354	126	51.09	False	False	False	49.44	49.44	0.00	0.00	0.00
Q9H379	93	50.28	False	False	False	30.14	23.08	0.00	0.00	0.00
Q9H3A6	140	33.80	False	False	False	87.33	0.00	0.00	0.00	0.00
Q9H3K2	345	76.68	False	False	False	47.50	47.50	47.50	38.45	0.00
Q9H3Q1	356	56.20	False	False	False	26.57	26.57	26.57	0.00	0.00
Q9H3Q3	398	92.60	False	RecName: Full=Galactose-3-O-sulfotransferase 2; Short=Gal3ST-2; EC=2.8.2.-; AltName: Full=Beta-galactose-3-O-sulfotransferase 2; AltName: Full=Gal-beta-1, 3-GalNAc 3'-sulfotransferase 2; AltName: Full=Glycoprotein beta-Gal 3'-sulfotransferase 2;	True	61.26	61.26	61.26	61.26	61.26
Q9H3S5	423	89.89	False	RecName: Full=GPI mannosyltransferase 1; EC=2.4.1.-; AltName: Full=GPI mannosyltransferase I; Short=GPI-MT-I; AltName: Full=Phosphatidylinositol-glycan biosynthesis class M protein; Short=PIG-M;	True	72.02	72.02	72.02	55.64	36.08
Q9H3U7	446	71.29	False	False	False	59.94	59.94	59.94	0.00	0.00
Q9H3Y8	114	59.50	False	False	False	29.68	29.68	29.68	0.00	0.00
Q9H400	295	54.25	False	False	False	33.67	33.67	24.67	0.00	0.00
Q9H425	327	59.58	False	False	False	60.59	60.59	60.59	0.00	0.00
Q9H467	287	72.82	False	False	False	47.15	47.15	47.15	31.64	0.00
Q9H478	68	58.95	False	False	False	23.83	23.83	21.93	0.00	0.00
Q9H490	435	92.63	False	False	False	71.11	71.11	71.11	71.11	35.74
Q9H4F8	434	73.20	False	False	False	71.69	71.69	58.62	0.00	0.00
Q9H4I0	556	61.35	False	False	False	45.59	45.59	45.59	30.12	0.00
Q9H4I3	376	80.35	False	False	False	53.53	53.53	53.53	41.04	26.84
Q9H4X1	137	70.58	False	False	False	38.46	38.46	38.46	0.00	0.00
Q9H4Z2	1342	51.29	False	False	False	55.77	55.77	55.77	0.00	0.00
Q9H501	851	64.37	False	False	False	48.04	48.04	48.04	22.42	0.00
Q9H579	483	75.17	False	False	False	76.89	76.89	48.20	31.01	0.00
Q9H582	1327	46.63	False	False	False	79.79	79.79	79.79	0.00	0.00
Q9H5F2	150	66.40	False	False	False	59.44	59.44	29.34	0.00	0.00
Q9H5J8	278	62.74	False	False	False	34.08	34.08	29.42	0.00	0.00
Q9H5L9	145	31.07	False	False	False	79.75	0.00	0.00	0.00	0.00
Q9H5V8	836	77.81	False	False	False	47.99	47.99	47.99	40.19	29.50
Q9H606	182	51.18	False	False	False	40.09	40.09	21.74	0.00	0.00
Q9H693	158	48.56	False	False	False	48.30	48.30	0.00	0.00	0.00
Q9H6A9	2034	60.12	False	False	False	104.71	104.71	71.01	30.54	0.00
Q9H6B1	395	61.36	False	False	False	37.18	37.18	30.17	22.00	0.00
Q9H6E4	229	83.38	False	False	False	66.56	66.56	66.56	35.36	32.56
Q9H6H4	257	64.59	False	False	False	43.69	43.69	34.26	0.00	0.00
Q9H6J7	331	79.78	False	False	False	61.82	61.82	61.82	30.35	27.83
Q9H6K5	1346	42.38	False	False	False	35.81	35.81	24.09	0.00	0.00
Q9H6L2	316	88.30	False	False	False	40.91	40.91	40.91	40.91	24.17
Q9H6R6	413	86.45	CATALYTIC ACTIVITY: Reaction=hexadecanoyl-CoA + L-cysteinyl-[protein] = CoA + S-   hexadecanoyl-L-cysteinyl-[protein]; Xref=Rhea:RHEA:36683, Rhea:RHEA-   COMP:10131, Rhea:RHEA-COMP:11032, ChEBI:CHEBI:29950,   ChEBI:CHEBI:57287, ChEBI:CHEBI:57379, ChEBI:CHEBI:74151;   EC=2.3.1.225; Evidence={ECO:0000305|PubMed:22314232}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:36684;   Evidence={ECO:0000305|PubMed:22314232};	RecName: Full=Palmitoyltransferase ZDHHC6 {ECO:0000305}; EC=2.3.1.225 {ECO:0000305|PubMed:22314232}; AltName: Full=Stearoyltransferase ZDHHC6 {ECO:0000305}; EC=2.3.1.- {ECO:0000305|PubMed:26214738}; AltName: Full=Transmembrane protein H4 {ECO:0000303|Ref.1}; AltName: Full=Zinc finger DHHC domain-containing protein 6 {ECO:0000303|PubMed:22314232}; Short=DHHC-6 {ECO:0000303|PubMed:22314232}; AltName: Full=Zinc finger protein 376;	True	88.19	88.19	88.19	48.46	38.21
Q9H6R7	721	68.01	False	False	False	60.09	60.09	60.09	52.23	0.00
Q9H6U6	928	65.14	False	False	False	115.93	115.93	115.93	35.65	0.00
Q9H6U8	611	87.65	CATALYTIC ACTIVITY: Reaction=alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-   [alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-   GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl beta-D-   mannosyl phosphate = alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-   Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-   (1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-   diphosphodolichol + dolichyl phosphate + H(+); Xref=Rhea:RHEA:29531,   Rhea:RHEA-COMP:9517, Rhea:RHEA-COMP:9527, Rhea:RHEA-COMP:12628,   Rhea:RHEA-COMP:12629, ChEBI:CHEBI:15378, ChEBI:CHEBI:57683,   ChEBI:CHEBI:58211, ChEBI:CHEBI:132516, ChEBI:CHEBI:132517;   EC=2.4.1.259; Evidence={ECO:0000269|PubMed:15148656,   ECO:0000269|PubMed:15945070};	RecName: Full=Alpha-1,2-mannosyltransferase ALG9 {ECO:0000305}; EC=2.4.1.259 {ECO:0000269|PubMed:15148656, ECO:0000269|PubMed:15945070}; EC=2.4.1.261 {ECO:0000269|PubMed:15148656, ECO:0000269|PubMed:15945070}; AltName: Full=Asparagine-linked glycosylation protein 9 homolog {ECO:0000312|HGNC:HGNC:15672}; AltName: Full=Disrupted in bipolar disorder protein 1 {ECO:0000303|PubMed:12030331}; AltName: Full=Dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase {ECO:0000305}; AltName: Full=Dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase {ECO:0000305};	True	85.79	85.79	85.79	85.79	38.19
Q9H6V9	325	90.41	False	RecName: Full=Lipid droplet-associated hydrolase {ECO:0000312|HGNC:HGNC:26145}; EC=3.1.1.- {ECO:0000250|UniProtKB:Q8BVA5}; AltName: Full=Lipid droplet-associated serine hydrolase {ECO:0000303|PubMed:24357060}; Short=hLDAH {ECO:0000303|PubMed:24357060};	True	48.85	48.85	48.85	48.85	30.79
Q9H6X4	195	59.25	False	False	False	66.96	66.96	27.13	0.00	0.00
Q9H6X5	657	51.98	False	False	False	28.29	0.00	0.00	0.00	0.00
Q9H741	205	82.19	False	False	False	62.55	62.55	62.55	30.17	0.00
Q9H788	454	73.18	False	False	False	57.83	57.83	57.83	31.92	0.00
Q9H7B7	122	55.05	False	False	False	49.07	49.07	0.00	0.00	0.00
Q9H7F4	350	78.86	False	False	False	82.96	82.96	82.96	36.75	36.75
Q9H7M6	989	83.64	False	False	False	80.57	80.57	78.43	36.36	28.60
Q9H7S9	590	50.05	False	False	False	27.72	27.72	24.50	0.00	0.00
Q9H7T3	257	53.94	False	False	False	22.50	22.50	20.81	0.00	0.00
Q9H7T9	357	52.38	False	False	False	70.83	70.83	52.98	0.00	0.00
Q9H7V2	258	54.15	False	False	False	51.54	51.54	20.81	0.00	0.00
Q9H7Y0	433	83.36	False	False	False	56.64	56.64	47.30	45.10	34.62
Q9H825	291	72.94	CATALYTIC ACTIVITY: Reaction=a cytidine in mRNA + S-adenosyl-L-methionine = an N(3)-   methylcytidine in mRNA + H(+) + S-adenosyl-L-homocysteine;   Xref=Rhea:RHEA:60916, Rhea:RHEA-COMP:15145, Rhea:RHEA-COMP:15713,   ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789,   ChEBI:CHEBI:74894, ChEBI:CHEBI:82748;   Evidence={ECO:0000305|PubMed:28655767}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:60917;   Evidence={ECO:0000305|PubMed:28655767};	RecName: Full=mRNA N(3)-methylcytidine methyltransferase METTL8 {ECO:0000305}; EC=2.1.1.- {ECO:0000305|PubMed:28655767}; AltName: Full=Methyltransferase-like protein 8 {ECO:0000305};	True	78.99	78.99	78.99	78.99	34.11
Q9H841	383	78.98	False	False	False	54.23	54.23	54.23	37.37	37.37
Q9H8G2	361	61.89	False	False	False	37.50	37.50	37.50	30.35	0.00
Q9H8M7	445	87.80	CATALYTIC ACTIVITY: Reaction=Thiol-dependent hydrolysis of ester, thioester, amide, peptide   and isopeptide bonds formed by the C-terminal Gly of ubiquitin (a 76-   residue protein attached to proteins as an intracellular targeting   signal).; EC=3.4.19.12; Evidence={ECO:0000269|PubMed:27292798};	RecName: Full=Ubiquitin carboxyl-terminal hydrolase MINDY-3; EC=3.4.19.12; AltName: Full=Dermal papilla-derived protein 5; AltName: Full=Deubiquitinating enzyme MINDY-3; AltName: Full=Protein CARP;	True	64.33	64.33	64.33	52.52	25.82
Q9H8M9	152	65.02	False	False	False	31.56	31.56	19.67	0.00	0.00
Q9H8V8	135	52.77	False	False	False	28.55	28.55	0.00	0.00	0.00
Q9H8W2	130	60.33	False	False	False	21.12	21.12	0.00	0.00	0.00
Q9H8X3	128	36.51	False	False	False	70.22	0.00	0.00	0.00	0.00
Q9H8X9	412	73.30	CATALYTIC ACTIVITY: Reaction=hexadecanoyl-CoA + L-cysteinyl-[protein] = CoA + S-   hexadecanoyl-L-cysteinyl-[protein]; Xref=Rhea:RHEA:36683, Rhea:RHEA-   COMP:10131, Rhea:RHEA-COMP:11032, ChEBI:CHEBI:29950,   ChEBI:CHEBI:57287, ChEBI:CHEBI:57379, ChEBI:CHEBI:74151;   EC=2.3.1.225; Evidence={ECO:0000250|UniProtKB:Q14AK4}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:36684;   Evidence={ECO:0000250|UniProtKB:Q14AK4};	RecName: Full=Palmitoyltransferase ZDHHC11 {ECO:0000250|UniProtKB:Q14AK4}; EC=2.3.1.225 {ECO:0000250|UniProtKB:Q14AK4}; AltName: Full=Zinc finger DHHC domain-containing protein 11 {ECO:0000303|PubMed:16647879}; Short=DHHC-11 {ECO:0000303|PubMed:16647879}; AltName: Full=Zinc finger protein 399 {ECO:0000312|HGNC:HGNC:19158};	True	73.01	73.01	73.01	34.88	34.71
Q9H8Y1	702	68.99	False	False	False	62.24	62.24	62.24	47.08	0.00
Q9H8Y5	726	68.76	False	False	False	54.34	54.34	54.34	31.19	0.00
Q9H902	201	66.69	False	False	False	47.85	47.85	24.39	0.00	0.00
Q9H910	190	60.65	False	False	False	38.22	38.22	29.31	0.00	0.00
Q9H920	327	83.29	False	False	False	54.59	54.59	54.59	36.58	0.00
Q9H9A5	744	79.23	False	False	False	87.89	87.89	87.89	87.89	33.73
Q9H9B4	322	86.01	False	False	False	85.80	85.80	85.80	30.30	0.00
Q9H9H5	199	56.46	False	False	False	29.15	29.15	26.14	0.00	0.00
Q9H9K5	563	44.50	False	False	False	91.38	51.72	0.00	0.00	0.00
Q9H9R9	158	60.49	False	False	False	24.19	24.19	21.01	0.00	0.00
Q9HAA7	133	43.50	False	False	False	116.11	19.95	0.00	0.00	0.00
Q9HAB3	445	83.00	CATALYTIC ACTIVITY: Reaction=riboflavin(in) = riboflavin(out); Xref=Rhea:RHEA:35015,   ChEBI:CHEBI:57986; Evidence={ECO:0000269|PubMed:20463145,   ECO:0000269|PubMed:22864630, ECO:0000269|PubMed:23243084,   ECO:0000269|PubMed:24253200, ECO:0000269|PubMed:27702554};	False	True	125.96	125.96	125.96	32.03	32.03
Q9HAH7	460	52.13	False	False	False	29.37	26.98	21.17	21.17	0.00
Q9HAI6	301	58.03	False	False	False	74.71	74.71	26.13	22.33	0.00
Q9HAS0	396	76.14	False	False	False	72.81	72.81	55.59	45.33	0.00
Q9HAT0	212	85.00	False	False	False	39.72	39.72	33.07	31.85	22.84
Q9HAV5	297	69.19	False	False	False	31.93	31.93	31.93	29.60	27.73
Q9HB07	376	90.13	False	RecName: Full=MYG1 exonuclease {ECO:0000305}; EC=3.1.-.- {ECO:0000303|PubMed:31081026}; Flags: Precursor;	True	49.85	49.85	49.85	49.85	38.37
Q9HB09	334	55.99	False	False	False	37.53	37.53	31.47	0.00	0.00
Q9HB66	63	71.41	False	False	False	27.56	27.56	23.03	0.00	0.00
Q9HBF4	777	75.09	False	False	False	94.97	70.22	70.22	35.00	26.33
Q9HBF5	79	59.53	False	False	False	39.64	39.64	0.00	0.00	0.00
Q9HBG7	655	66.26	False	False	False	59.81	59.81	59.81	27.97	0.00
Q9HBH7	125	66.95	False	False	False	23.28	23.28	0.00	0.00	0.00
Q9HBL7	147	89.84	False	False	False	34.81	34.81	34.81	25.61	21.18
Q9HBV1	291	82.24	False	False	False	51.38	51.38	51.38	35.23	27.38
Q9HBV2	294	71.12	False	False	False	33.75	33.75	33.75	33.16	25.07
Q9HBX3	110	45.90	False	False	False	86.87	25.13	0.00	0.00	0.00
Q9HC07	324	75.93	False	False	False	42.08	42.08	42.08	29.86	23.65
Q9HC44	474	54.12	False	False	False	43.27	43.27	43.27	0.00	0.00
Q9HC58	644	70.33	False	False	False	65.60	65.60	65.60	34.53	0.00
Q9HCE3	1301	52.87	False	False	False	51.76	51.76	47.64	0.00	0.00
Q9HCJ5	1215	77.86	False	False	False	74.73	74.73	74.73	50.13	30.07
Q9HCL2	828	80.44	CATALYTIC ACTIVITY: Reaction=an acyl-CoA + sn-glycerol 3-phosphate = a 1-acyl-sn-glycero-3-   phosphate + CoA; Xref=Rhea:RHEA:15325, ChEBI:CHEBI:57287,   ChEBI:CHEBI:57597, ChEBI:CHEBI:57970, ChEBI:CHEBI:58342; EC=2.3.1.15;   Evidence={ECO:0000269|PubMed:18238778}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:15326;   Evidence={ECO:0000305|PubMed:18238778};	RecName: Full=Glycerol-3-phosphate acyltransferase 1, mitochondrial {ECO:0000305}; Short=GPAT-1; EC=2.3.1.15 {ECO:0000269|PubMed:18238778}; Flags: Precursor;	True	92.11	92.11	92.11	61.02	0.00
Q9HCM1	1747	38.31	False	False	False	48.05	48.05	48.05	0.00	0.00
Q9HCM3	1950	44.14	False	False	False	44.71	44.71	44.71	0.00	0.00
Q9HCM7	1045	45.69	False	False	False	46.20	46.20	39.74	22.74	0.00
Q9HCN2	124	46.42	False	False	False	21.96	19.71	0.00	0.00	0.00
Q9HCN3	771	80.81	CATALYTIC ACTIVITY: Reaction=a 1,2-diacyl-sn-glycero-3-phosphocholine + H2O = a 1-acyl-sn-   glycero-3-phosphocholine + a fatty acid + H(+); Xref=Rhea:RHEA:15801,   ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:28868,   ChEBI:CHEBI:57643, ChEBI:CHEBI:58168; EC=3.1.1.4;   Evidence={ECO:0000305|PubMed:27881714};	RecName: Full=Post-GPI attachment to proteins factor 6 {ECO:0000303|PubMed:27881714}; EC=3.1.1.4 {ECO:0000305|PubMed:27881714}; AltName: Full=GPI processing phospholipase A2 {ECO:0000303|PubMed:27881714}; Short=GPI-PLA2 {ECO:0000303|PubMed:27881714}; AltName: Full=Protein M83; AltName: Full=Transmembrane protein 6; AltName: Full=Transmembrane protein 8; AltName: Full=Transmembrane protein 8A; Flags: Precursor;	True	69.80	69.80	69.80	65.09	0.00
Q9HCQ7	196	58.29	False	False	False	34.56	34.56	0.00	0.00	0.00
Q9HD64	81	47.78	False	False	False	34.63	33.10	0.00	0.00	0.00
Q9HD87	102	53.55	False	False	False	54.16	54.16	0.00	0.00	0.00
Q9NNW5	1121	84.83	False	False	False	105.52	105.52	105.52	81.37	81.37
Q9NNZ6	103	57.80	False	False	False	0.00	0.00	0.00	0.00	0.00
Q9NP50	221	72.30	False	False	False	38.72	38.72	38.72	29.74	29.74
Q9NP70	447	41.99	False	False	False	45.35	45.35	0.00	0.00	0.00
Q9NPB0	183	65.56	False	False	False	38.99	38.99	38.99	38.99	0.00
Q9NPC4	353	89.31	CATALYTIC ACTIVITY: Reaction=a beta-D-Gal-(1->4)-beta-D-Glc-(1<->1)-Cer(d18:1(4E)) + UDP-   alpha-D-galactose = globoside Gb3Cer (d18:1(4E)) + H(+) + UDP;   Xref=Rhea:RHEA:11924, ChEBI:CHEBI:15378, ChEBI:CHEBI:17950,   ChEBI:CHEBI:18313, ChEBI:CHEBI:58223, ChEBI:CHEBI:66914;   EC=2.4.1.228; Evidence={ECO:0000269|PubMed:10748143}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:11925;   Evidence={ECO:0000305|PubMed:10748143};	RecName: Full=Lactosylceramide 4-alpha-galactosyltransferase; EC=2.4.1.228 {ECO:0000269|PubMed:10748143}; AltName: Full=Alpha-1,4-N-acetylglucosaminyltransferase; AltName: Full=Alpha-1,4-galactosyltransferase; AltName: Full=Alpha4Gal-T1; AltName: Full=CD77 synthase; AltName: Full=Globotriaosylceramide synthase; Short=Gb3 synthase; AltName: Full=P1/Pk synthase; AltName: Full=UDP-galactose:beta-D-galactosyl-beta1-R 4-alpha-D-galactosyltransferase;	True	80.95	80.95	80.95	80.95	32.81
Q9NPC6	264	65.35	False	False	False	34.24	34.24	24.88	0.00	0.00
Q9NPD7	142	77.60	False	False	False	35.06	35.06	31.16	0.00	0.00
Q9NPF2	352	89.13	CATALYTIC ACTIVITY: Reaction=n 3'-phosphoadenylyl sulfate + chondroitin beta-D-glucuronate   = n adenosine 3',5'-bisphosphate + chondroitin 4'-sulfate + n H(+);   Xref=Rhea:RHEA:16101, Rhea:RHEA-COMP:9827, Rhea:RHEA-COMP:9829,   ChEBI:CHEBI:15378, ChEBI:CHEBI:57652, ChEBI:CHEBI:58339,   ChEBI:CHEBI:58343, ChEBI:CHEBI:58422; EC=2.8.2.5;   Evidence={ECO:0000269|PubMed:10781601, ECO:0000269|PubMed:11056388};	RecName: Full=Carbohydrate sulfotransferase 11; EC=2.8.2.5; AltName: Full=Chondroitin 4-O-sulfotransferase 1; AltName: Full=Chondroitin 4-sulfotransferase 1; Short=C4S-1; Short=C4ST-1; Short=C4ST1;	True	91.72	91.72	91.72	78.77	41.94
Q9NPG8	344	84.28	CATALYTIC ACTIVITY: Reaction=hexadecanoyl-CoA + L-cysteinyl-[protein] = CoA + S-   hexadecanoyl-L-cysteinyl-[protein]; Xref=Rhea:RHEA:36683, Rhea:RHEA-   COMP:10131, Rhea:RHEA-COMP:11032, ChEBI:CHEBI:29950,   ChEBI:CHEBI:57287, ChEBI:CHEBI:57379, ChEBI:CHEBI:74151;   EC=2.3.1.225; Evidence={ECO:0000305|PubMed:26535572}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:36684;   Evidence={ECO:0000305|PubMed:26535572};	RecName: Full=Palmitoyltransferase ZDHHC4 {ECO:0000305}; EC=2.3.1.225 {ECO:0000305|PubMed:26535572}; AltName: Full=Zinc finger DHHC domain-containing protein 4 {ECO:0000312|HGNC:HGNC:18471}; Short=DHHC-4; AltName: Full=Zinc finger protein 374;	True	45.93	45.93	45.93	45.93	45.93
Q9NPI7	259	58.58	False	False	False	31.91	31.91	26.05	0.00	0.00
Q9NPL8	285	71.93	False	False	False	52.02	52.02	39.35	27.41	0.00
Q9NPR9	543	74.37	False	False	False	88.04	88.04	88.04	27.20	0.00
Q9NPU4	83	66.89	False	False	False	22.00	22.00	0.00	0.00	0.00
Q9NPY3	652	70.29	False	False	False	54.84	54.84	54.84	0.00	0.00
Q9NQ30	184	73.76	False	False	False	56.32	56.32	56.32	27.48	27.48
Q9NQ31	210	67.77	False	False	False	63.66	63.66	63.66	0.00	0.00
Q9NQ32	467	51.87	False	False	False	71.96	71.96	44.98	0.00	0.00
Q9NQ34	198	72.44	False	False	False	41.87	41.87	28.52	23.03	0.00
Q9NQ36	999	71.67	False	False	False	80.64	80.64	80.64	31.82	0.00
Q9NQ40	469	80.15	CATALYTIC ACTIVITY: Reaction=riboflavin(in) = riboflavin(out); Xref=Rhea:RHEA:35015,   ChEBI:CHEBI:57986; Evidence={ECO:0000269|PubMed:20463145,   ECO:0000269|PubMed:22273710, ECO:0000269|PubMed:24264046,   ECO:0000269|PubMed:27702554};	False	True	120.42	120.42	120.42	31.20	23.85
Q9NQ60	294	58.17	False	False	False	32.68	32.68	0.00	0.00	0.00
Q9NQ76	525	43.23	False	False	False	22.67	20.26	0.00	0.00	0.00
Q9NQ79	661	85.95	False	False	False	80.11	80.11	80.11	64.69	38.47
Q9NQ84	441	70.56	False	False	False	59.14	59.14	59.14	30.51	30.51
